scheduled_iso,host,fault_class,duration_seconds,parameters
2026-05-18T09:12:52+00:00,cnsm-db-postgres-02,network_latency,338,delay=500ms
2026-05-18T10:54:46+00:00,cnsm-db-postgres-01,network_latency,1544,delay=500ms
2026-05-18T14:42:37+00:00,cnsm-web-05,memory_pressure,1846,vm_bytes=8G
2026-05-18T17:08:44+00:00,cnsm-web-02,disk_io,411,io=8 hdd=8
2026-05-18T17:13:04+00:00,cnsm-web-05,disk_io,754,io=4 hdd=4
2026-05-18T19:51:40+00:00,cnsm-web-05,cpu_spike,932,cpu=2 load=85
2026-05-18T20:48:11+00:00,cnsm-io-01,network_latency,423,delay=500ms
2026-05-18T21:44:47+00:00,cnsm-web-04,cpu_spike,658,cpu=2 load=95
2026-05-18T21:48:29+00:00,cnsm-web-03,cpu_spike,363,cpu=1 load=85
2026-05-19T06:04:33+00:00,cnsm-db-postgres-01,disk_io,1110,io=2 hdd=2
2026-05-19T07:18:34+00:00,cnsm-db-postgres-01,disk_io,660,io=8 hdd=8
2026-05-19T10:46:42+00:00,cnsm-web-01,cpu_spike,1654,cpu=1 load=90
2026-05-19T12:23:21+00:00,cnsm-db-postgres-02,disk_io,866,io=4 hdd=4
2026-05-19T13:40:31+00:00,cnsm-db-redis-01,cpu_spike,776,cpu=1 load=85
2026-05-19T14:55:59+00:00,cnsm-web-03,process_leak,789,fork=2
2026-05-19T15:38:40+00:00,cnsm-web-05,process_leak,619,fork=4
2026-05-19T16:47:20+00:00,cnsm-web-04,disk_io,784,io=8 hdd=8
2026-05-19T19:23:38+00:00,cnsm-db-postgres-01,cpu_spike,1685,cpu=4 load=85
2026-05-19T20:50:24+00:00,cnsm-web-01,process_leak,898,fork=4
2026-05-19T21:52:45+00:00,cnsm-web-01,process_leak,853,fork=2
2026-05-20T07:39:04+00:00,cnsm-web-06,cpu_spike,315,cpu=1 load=90
2026-05-20T10:47:54+00:00,cnsm-web-05,disk_io,731,io=8 hdd=8
2026-05-20T11:40:29+00:00,cnsm-db-redis-02,cpu_spike,1690,cpu=2 load=95
2026-05-20T12:32:20+00:00,cnsm-web-01,process_leak,820,fork=2
2026-05-20T12:33:48+00:00,cnsm-web-06,disk_io,677,io=4 hdd=4
2026-05-20T12:36:24+00:00,cnsm-db-redis-01,disk_io,849,io=2 hdd=2
2026-05-20T18:40:23+00:00,cnsm-io-01,memory_pressure,1851,vm_bytes=2G
2026-05-20T21:05:30+00:00,cnsm-web-05,disk_io,707,io=4 hdd=4
2026-05-20T21:14:15+00:00,cnsm-web-01,network_latency,1124,delay=200ms
2026-05-20T21:44:00+00:00,cnsm-web-05,network_latency,1280,delay=500ms
2026-05-21T07:10:49+00:00,cnsm-web-04,cpu_spike,929,cpu=4 load=95
2026-05-21T09:03:02+00:00,cnsm-web-05,network_latency,558,delay=200ms
2026-05-21T09:35:08+00:00,cnsm-web-06,network_latency,975,delay=50ms
2026-05-21T09:53:04+00:00,cnsm-db-postgres-01,memory_pressure,2647,vm_bytes=1G
2026-05-21T13:03:14+00:00,cnsm-web-01,disk_io,332,io=4 hdd=4
2026-05-21T14:21:37+00:00,cnsm-web-02,cpu_spike,1682,cpu=1 load=90
2026-05-21T14:22:36+00:00,cnsm-db-redis-02,disk_io,1024,io=2 hdd=2
2026-05-21T15:07:06+00:00,cnsm-web-06,disk_io,780,io=4 hdd=4
2026-05-21T15:24:38+00:00,cnsm-io-01,disk_io,843,io=8 hdd=8
2026-05-21T16:01:28+00:00,cnsm-web-01,disk_io,902,io=8 hdd=8
2026-05-21T18:55:53+00:00,cnsm-web-06,memory_pressure,773,vm_bytes=8G
2026-05-21T19:26:50+00:00,cnsm-web-03,cpu_spike,977,cpu=4 load=90
2026-05-21T20:02:05+00:00,cnsm-db-postgres-01,disk_io,600,io=2 hdd=2
2026-05-21T20:06:34+00:00,cnsm-web-06,network_latency,1003,delay=50ms
2026-05-21T21:06:34+00:00,cnsm-web-01,disk_io,826,io=2 hdd=2
2026-05-22T06:21:44+00:00,cnsm-web-04,network_latency,1261,delay=200ms
2026-05-22T06:51:30+00:00,cnsm-db-postgres-01,network_latency,1674,delay=500ms
2026-05-22T07:27:16+00:00,cnsm-db-redis-01,network_latency,1005,delay=50ms
2026-05-22T07:27:36+00:00,cnsm-web-05,cpu_spike,588,cpu=1 load=95
2026-05-22T07:35:09+00:00,cnsm-web-06,disk_io,481,io=8 hdd=8
2026-05-22T08:20:44+00:00,cnsm-web-05,network_latency,1545,delay=100ms
2026-05-22T09:05:04+00:00,cnsm-web-03,memory_pressure,3025,vm_bytes=2G
2026-05-22T09:58:36+00:00,cnsm-web-06,disk_io,822,io=8 hdd=8
2026-05-22T10:47:46+00:00,cnsm-web-06,disk_io,960,io=2 hdd=2
2026-05-22T11:16:38+00:00,cnsm-db-redis-02,network_latency,912,delay=100ms
2026-05-22T12:32:35+00:00,cnsm-web-02,cpu_spike,843,cpu=1 load=90
2026-05-22T13:59:33+00:00,cnsm-db-redis-01,disk_io,877,io=2 hdd=2
2026-05-22T15:31:02+00:00,cnsm-web-01,disk_io,387,io=8 hdd=8
2026-05-22T15:37:03+00:00,cnsm-web-01,cpu_spike,1430,cpu=2 load=95
2026-05-22T16:09:06+00:00,cnsm-db-redis-01,cpu_spike,1009,cpu=2 load=95
2026-05-22T17:14:16+00:00,cnsm-db-postgres-01,cpu_spike,357,cpu=2 load=85
2026-05-22T17:55:43+00:00,cnsm-web-01,cpu_spike,776,cpu=1 load=90
2026-05-22T18:32:29+00:00,cnsm-db-postgres-02,disk_io,761,io=8 hdd=8
2026-05-22T18:59:45+00:00,cnsm-db-redis-01,network_latency,1698,delay=100ms
2026-05-22T19:26:35+00:00,cnsm-web-04,cpu_spike,1524,cpu=1 load=90
2026-05-22T20:38:04+00:00,cnsm-mem-01,memory_pressure,2562,vm_bytes=8G
2026-05-23T09:59:51+00:00,cnsm-io-01,disk_io,402,io=2 hdd=2
2026-05-23T10:06:49+00:00,cnsm-db-redis-01,memory_pressure,2241,vm_bytes=1G
2026-05-23T13:21:27+00:00,cnsm-web-06,memory_pressure,2388,vm_bytes=1G
2026-05-23T17:42:13+00:00,cnsm-io-01,memory_pressure,3257,vm_bytes=2G
2026-05-23T18:01:33+00:00,cnsm-web-05,cpu_spike,904,cpu=2 load=95
2026-05-23T19:54:33+00:00,cnsm-db-redis-01,disk_io,822,io=4 hdd=4
2026-05-23T20:34:08+00:00,cnsm-web-05,process_leak,387,fork=2
2026-05-23T20:36:36+00:00,cnsm-web-04,cpu_spike,1262,cpu=2 load=90
2026-05-23T21:36:52+00:00,cnsm-web-05,disk_io,978,io=2 hdd=2
2026-05-23T21:42:29+00:00,cnsm-db-postgres-01,cpu_spike,754,cpu=2 load=90
2026-05-24T08:24:01+00:00,cnsm-web-01,cpu_spike,498,cpu=2 load=90
2026-05-24T09:35:15+00:00,cnsm-db-postgres-02,memory_pressure,807,vm_bytes=4G
2026-05-24T11:37:27+00:00,cnsm-db-redis-02,network_latency,1195,delay=100ms
2026-05-24T13:10:04+00:00,cnsm-web-01,process_leak,716,fork=4
2026-05-24T13:43:28+00:00,cnsm-web-02,network_latency,935,delay=100ms
2026-05-24T15:06:09+00:00,cnsm-web-05,network_latency,1737,delay=50ms
2026-05-24T15:14:48+00:00,cnsm-web-03,disk_io,714,io=8 hdd=8
2026-05-24T16:20:42+00:00,cnsm-web-04,network_latency,1377,delay=500ms
2026-05-24T16:55:19+00:00,cnsm-mem-01,cpu_spike,1088,cpu=1 load=90
2026-05-24T18:14:34+00:00,cnsm-web-03,network_latency,697,delay=200ms
2026-05-24T20:40:08+00:00,cnsm-io-01,cpu_spike,1660,cpu=4 load=90
2026-05-24T21:26:50+00:00,cnsm-web-03,memory_pressure,3455,vm_bytes=4G
2026-05-25T08:16:53+00:00,cnsm-db-redis-02,process_leak,393,fork=2
2026-05-25T09:15:49+00:00,cnsm-mem-01,cpu_spike,577,cpu=2 load=85
2026-05-25T09:21:58+00:00,cnsm-db-redis-02,disk_io,398,io=8 hdd=8
2026-05-25T11:53:18+00:00,cnsm-web-03,memory_pressure,2970,vm_bytes=1G
2026-05-25T12:09:24+00:00,cnsm-web-05,process_leak,793,fork=2
2026-05-25T12:27:52+00:00,cnsm-web-05,memory_pressure,3364,vm_bytes=2G
2026-05-25T15:26:03+00:00,cnsm-mem-01,disk_io,387,io=2 hdd=2
2026-05-25T16:23:37+00:00,cnsm-io-01,disk_io,606,io=2 hdd=2
2026-05-25T19:05:02+00:00,cnsm-db-postgres-01,cpu_spike,890,cpu=1 load=90
2026-05-25T19:23:24+00:00,cnsm-web-03,disk_io,950,io=4 hdd=4
2026-05-25T19:56:07+00:00,cnsm-web-01,disk_io,600,io=4 hdd=4
2026-05-26T06:07:00+00:00,cnsm-web-04,memory_pressure,2255,vm_bytes=1G
2026-05-26T06:16:05+00:00,cnsm-io-01,process_leak,764,fork=8
2026-05-26T06:34:49+00:00,cnsm-web-05,memory_pressure,998,vm_bytes=2G
2026-05-26T06:51:31+00:00,cnsm-db-redis-01,disk_io,996,io=2 hdd=2
2026-05-26T08:30:19+00:00,cnsm-web-05,disk_io,759,io=4 hdd=4
2026-05-26T08:30:38+00:00,cnsm-mem-01,network_latency,674,delay=200ms
2026-05-26T09:35:54+00:00,cnsm-db-redis-01,disk_io,954,io=4 hdd=4
2026-05-26T09:42:57+00:00,cnsm-web-04,disk_io,963,io=2 hdd=2
2026-05-26T10:24:10+00:00,cnsm-db-postgres-01,process_leak,568,fork=4
2026-05-26T10:38:15+00:00,cnsm-mem-01,network_latency,788,delay=200ms
2026-05-26T12:00:43+00:00,cnsm-web-03,process_leak,871,fork=4
2026-05-26T12:57:04+00:00,cnsm-web-06,disk_io,1094,io=4 hdd=4
2026-05-26T14:42:03+00:00,cnsm-mem-01,disk_io,1183,io=4 hdd=4
2026-05-26T15:21:21+00:00,cnsm-web-02,cpu_spike,1466,cpu=1 load=95
2026-05-26T17:57:36+00:00,cnsm-web-01,disk_io,553,io=2 hdd=2
2026-05-26T18:47:42+00:00,cnsm-db-postgres-02,cpu_spike,711,cpu=1 load=85
2026-05-26T18:56:35+00:00,cnsm-web-04,memory_pressure,718,vm_bytes=2G
2026-05-26T18:57:27+00:00,cnsm-web-02,disk_io,890,io=2 hdd=2
2026-05-26T19:55:38+00:00,cnsm-db-postgres-01,memory_pressure,795,vm_bytes=2G
2026-05-27T06:10:30+00:00,cnsm-web-04,network_latency,1328,delay=200ms
2026-05-27T11:10:25+00:00,cnsm-web-01,disk_io,975,io=4 hdd=4
2026-05-27T12:04:26+00:00,cnsm-web-05,disk_io,1149,io=8 hdd=8
2026-05-27T12:28:44+00:00,cnsm-web-06,process_leak,386,fork=4
2026-05-27T16:41:57+00:00,cnsm-db-postgres-02,cpu_spike,451,cpu=2 load=90
2026-05-27T16:42:25+00:00,cnsm-db-postgres-02,memory_pressure,2117,vm_bytes=1G
2026-05-27T17:21:59+00:00,cnsm-web-06,process_leak,685,fork=2
2026-05-27T19:27:09+00:00,cnsm-db-redis-01,disk_io,825,io=4 hdd=4
2026-05-27T19:59:25+00:00,cnsm-io-01,disk_io,789,io=2 hdd=2
2026-05-27T20:45:49+00:00,cnsm-db-redis-02,process_leak,389,fork=2
2026-05-27T21:12:46+00:00,cnsm-io-01,memory_pressure,3031,vm_bytes=2G
2026-05-28T09:45:19+00:00,cnsm-db-postgres-02,process_leak,831,fork=2
2026-05-28T11:31:14+00:00,cnsm-mem-01,cpu_spike,850,cpu=2 load=90
2026-05-28T12:18:39+00:00,cnsm-mem-01,memory_pressure,3194,vm_bytes=4G
2026-05-28T13:08:48+00:00,cnsm-web-01,cpu_spike,509,cpu=4 load=95
2026-05-28T14:38:54+00:00,cnsm-web-01,network_latency,1164,delay=100ms
2026-05-28T14:46:27+00:00,cnsm-db-postgres-02,disk_io,674,io=4 hdd=4
2026-05-28T20:54:53+00:00,cnsm-web-01,memory_pressure,1684,vm_bytes=2G
2026-05-29T08:20:32+00:00,cnsm-db-postgres-02,network_latency,1694,delay=100ms
2026-05-29T10:57:22+00:00,cnsm-db-redis-02,disk_io,546,io=2 hdd=2
2026-05-29T13:33:07+00:00,cnsm-web-04,process_leak,721,fork=8
2026-05-29T18:25:51+00:00,cnsm-web-04,network_latency,1314,delay=50ms
2026-05-29T20:08:45+00:00,cnsm-web-01,memory_pressure,3170,vm_bytes=2G
2026-05-29T20:33:06+00:00,cnsm-db-postgres-02,cpu_spike,922,cpu=1 load=85
2026-05-29T20:56:53+00:00,cnsm-db-redis-01,disk_io,765,io=8 hdd=8
2026-05-29T20:58:50+00:00,cnsm-db-redis-02,cpu_spike,418,cpu=4 load=90
2026-05-30T08:01:45+00:00,cnsm-db-redis-01,cpu_spike,1133,cpu=4 load=90
2026-05-30T08:06:35+00:00,cnsm-web-05,cpu_spike,451,cpu=2 load=90
2026-05-30T08:18:54+00:00,cnsm-web-06,process_leak,403,fork=8
2026-05-30T08:32:03+00:00,cnsm-web-01,disk_io,764,io=2 hdd=2
2026-05-30T10:26:39+00:00,cnsm-io-01,memory_pressure,1722,vm_bytes=1G
2026-05-30T13:11:10+00:00,cnsm-web-04,cpu_spike,1430,cpu=1 load=85
2026-05-30T14:18:11+00:00,cnsm-web-02,cpu_spike,1538,cpu=1 load=95
2026-05-30T16:54:57+00:00,cnsm-db-redis-01,disk_io,832,io=4 hdd=4
2026-05-30T18:03:48+00:00,cnsm-db-postgres-01,cpu_spike,670,cpu=4 load=95
2026-05-30T18:38:20+00:00,cnsm-db-redis-01,cpu_spike,1797,cpu=2 load=95
2026-05-30T18:39:25+00:00,cnsm-db-postgres-02,network_latency,1104,delay=200ms
2026-05-30T20:22:09+00:00,cnsm-io-01,disk_io,1039,io=2 hdd=2
2026-05-31T06:58:37+00:00,cnsm-web-03,memory_pressure,3081,vm_bytes=1G
2026-05-31T07:36:48+00:00,cnsm-mem-01,memory_pressure,3242,vm_bytes=8G
2026-05-31T07:57:19+00:00,cnsm-mem-01,process_leak,768,fork=8
2026-05-31T08:57:00+00:00,cnsm-db-postgres-02,cpu_spike,1512,cpu=4 load=85
2026-05-31T10:25:03+00:00,cnsm-db-redis-02,memory_pressure,1173,vm_bytes=8G
2026-05-31T11:09:24+00:00,cnsm-mem-01,cpu_spike,1703,cpu=2 load=85
2026-05-31T14:55:34+00:00,cnsm-db-postgres-02,cpu_spike,1649,cpu=4 load=95
2026-05-31T15:21:09+00:00,cnsm-db-redis-02,disk_io,384,io=4 hdd=4
2026-05-31T15:57:28+00:00,cnsm-web-04,process_leak,329,fork=2
2026-05-31T16:29:36+00:00,cnsm-web-06,memory_pressure,3131,vm_bytes=8G
2026-05-31T18:19:06+00:00,cnsm-db-postgres-01,process_leak,755,fork=2
2026-05-31T20:22:37+00:00,cnsm-db-postgres-01,network_latency,1215,delay=50ms
2026-05-31T20:44:14+00:00,cnsm-db-postgres-01,disk_io,790,io=8 hdd=8
2026-06-01T07:52:25+00:00,cnsm-db-redis-01,network_latency,1400,delay=500ms
2026-06-01T08:05:35+00:00,cnsm-web-02,disk_io,894,io=4 hdd=4
2026-06-01T09:55:34+00:00,cnsm-db-redis-02,network_latency,944,delay=50ms
2026-06-01T10:30:17+00:00,cnsm-db-redis-01,memory_pressure,1925,vm_bytes=2G
2026-06-01T14:39:43+00:00,cnsm-web-03,disk_io,1127,io=8 hdd=8
2026-06-01T14:42:20+00:00,cnsm-web-06,cpu_spike,593,cpu=4 load=95
2026-06-01T15:27:33+00:00,cnsm-web-03,cpu_spike,402,cpu=2 load=90
2026-06-01T16:00:17+00:00,cnsm-db-postgres-02,cpu_spike,564,cpu=2 load=95
2026-06-01T16:44:18+00:00,cnsm-db-postgres-01,disk_io,1130,io=2 hdd=2
2026-06-01T20:03:44+00:00,cnsm-web-02,process_leak,870,fork=2
2026-06-01T20:51:44+00:00,cnsm-db-redis-02,memory_pressure,2820,vm_bytes=1G
2026-06-02T06:27:08+00:00,cnsm-db-redis-02,cpu_spike,1503,cpu=4 load=95
2026-06-02T07:11:28+00:00,cnsm-db-redis-01,process_leak,415,fork=2
2026-06-02T08:33:22+00:00,cnsm-db-postgres-01,memory_pressure,2077,vm_bytes=1G
2026-06-02T10:17:09+00:00,cnsm-web-05,disk_io,425,io=4 hdd=4
2026-06-02T11:41:14+00:00,cnsm-web-01,network_latency,493,delay=50ms
2026-06-02T12:09:15+00:00,cnsm-web-04,disk_io,913,io=8 hdd=8
2026-06-02T13:18:11+00:00,cnsm-db-postgres-01,disk_io,592,io=4 hdd=4
2026-06-02T14:19:22+00:00,cnsm-web-03,network_latency,743,delay=500ms
2026-06-02T14:26:14+00:00,cnsm-web-01,network_latency,689,delay=500ms
2026-06-02T15:01:11+00:00,cnsm-web-02,network_latency,1161,delay=500ms
2026-06-02T15:24:16+00:00,cnsm-web-06,process_leak,531,fork=2
2026-06-02T15:56:15+00:00,cnsm-db-redis-01,cpu_spike,376,cpu=1 load=90
2026-06-02T17:20:52+00:00,cnsm-mem-01,disk_io,501,io=4 hdd=4
2026-06-02T18:01:30+00:00,cnsm-web-02,disk_io,708,io=4 hdd=4
2026-06-02T18:05:01+00:00,cnsm-db-redis-02,process_leak,602,fork=2
2026-06-02T21:33:24+00:00,cnsm-db-postgres-01,process_leak,696,fork=8
2026-06-02T21:40:14+00:00,cnsm-mem-01,network_latency,1400,delay=100ms
2026-06-02T21:44:56+00:00,cnsm-db-postgres-01,disk_io,809,io=4 hdd=4
2026-06-03T07:50:18+00:00,cnsm-db-postgres-02,disk_io,916,io=8 hdd=8
2026-06-03T09:02:18+00:00,cnsm-web-02,disk_io,1136,io=4 hdd=4
2026-06-03T14:08:59+00:00,cnsm-db-postgres-02,cpu_spike,1580,cpu=2 load=95
2026-06-03T14:48:45+00:00,cnsm-mem-01,disk_io,1020,io=2 hdd=2
2026-06-03T15:26:08+00:00,cnsm-io-01,memory_pressure,3420,vm_bytes=2G
2026-06-04T08:06:17+00:00,cnsm-db-redis-01,process_leak,334,fork=4
2026-06-04T09:30:49+00:00,cnsm-web-02,memory_pressure,3393,vm_bytes=2G
2026-06-04T10:48:48+00:00,cnsm-db-redis-02,network_latency,1759,delay=500ms
2026-06-04T11:43:27+00:00,cnsm-web-04,cpu_spike,841,cpu=4 load=85
2026-06-04T12:12:39+00:00,cnsm-web-06,cpu_spike,581,cpu=2 load=90
2026-06-04T12:52:41+00:00,cnsm-web-05,disk_io,1190,io=2 hdd=2
2026-06-04T13:32:52+00:00,cnsm-db-redis-02,cpu_spike,689,cpu=4 load=85
2026-06-04T15:27:20+00:00,cnsm-web-01,cpu_spike,1642,cpu=2 load=90
2026-06-04T17:18:26+00:00,cnsm-io-01,memory_pressure,2553,vm_bytes=1G
2026-06-04T19:06:18+00:00,cnsm-web-06,process_leak,649,fork=4
2026-06-04T21:20:32+00:00,cnsm-db-redis-01,cpu_spike,1282,cpu=2 load=95
2026-06-05T06:19:03+00:00,cnsm-web-05,cpu_spike,1603,cpu=1 load=95
2026-06-05T06:36:23+00:00,cnsm-db-redis-01,disk_io,436,io=4 hdd=4
2026-06-05T07:08:26+00:00,cnsm-db-redis-01,process_leak,815,fork=4
2026-06-05T07:37:47+00:00,cnsm-web-01,process_leak,855,fork=2
2026-06-05T12:18:01+00:00,cnsm-web-06,disk_io,641,io=2 hdd=2
2026-06-05T15:26:58+00:00,cnsm-web-02,disk_io,324,io=8 hdd=8
2026-06-05T18:28:31+00:00,cnsm-web-03,cpu_spike,1631,cpu=1 load=95
2026-06-05T19:52:49+00:00,cnsm-io-01,cpu_spike,733,cpu=2 load=90
2026-06-05T19:55:23+00:00,cnsm-mem-01,process_leak,850,fork=4
2026-06-06T07:23:41+00:00,cnsm-db-redis-02,network_latency,732,delay=500ms
2026-06-06T08:12:22+00:00,cnsm-web-01,disk_io,902,io=2 hdd=2
2026-06-06T08:27:53+00:00,cnsm-web-04,process_leak,400,fork=8
2026-06-06T09:11:33+00:00,cnsm-web-03,network_latency,547,delay=100ms
2026-06-06T11:22:43+00:00,cnsm-web-04,cpu_spike,890,cpu=4 load=90
2026-06-06T12:15:45+00:00,cnsm-mem-01,disk_io,1116,io=4 hdd=4
2026-06-06T13:02:17+00:00,cnsm-web-04,process_leak,772,fork=8
2026-06-06T15:55:00+00:00,cnsm-web-04,cpu_spike,841,cpu=4 load=95
2026-06-06T17:06:56+00:00,cnsm-web-05,disk_io,1002,io=4 hdd=4
2026-06-06T17:11:27+00:00,cnsm-web-03,network_latency,919,delay=50ms
2026-06-06T17:38:09+00:00,cnsm-db-redis-01,process_leak,889,fork=4
2026-06-06T18:05:05+00:00,cnsm-io-01,disk_io,1048,io=2 hdd=2
2026-06-06T20:48:15+00:00,cnsm-db-redis-01,memory_pressure,2429,vm_bytes=4G
2026-06-06T21:54:32+00:00,cnsm-db-postgres-01,network_latency,1621,delay=200ms
2026-06-07T07:15:51+00:00,cnsm-web-01,disk_io,1199,io=8 hdd=8
2026-06-07T08:33:19+00:00,cnsm-db-postgres-01,memory_pressure,2937,vm_bytes=8G
2026-06-07T09:29:47+00:00,cnsm-db-redis-02,cpu_spike,761,cpu=2 load=95
2026-06-07T09:51:50+00:00,cnsm-db-postgres-01,disk_io,1050,io=8 hdd=8
2026-06-07T10:30:00+00:00,cnsm-web-03,memory_pressure,3342,vm_bytes=1G
2026-06-07T11:57:00+00:00,cnsm-mem-01,memory_pressure,1634,vm_bytes=2G
2026-06-07T14:47:01+00:00,cnsm-web-01,memory_pressure,2994,vm_bytes=8G
2026-06-07T14:56:31+00:00,cnsm-web-03,disk_io,613,io=8 hdd=8
2026-06-07T14:58:06+00:00,cnsm-web-06,memory_pressure,2384,vm_bytes=8G
2026-06-07T15:51:10+00:00,cnsm-db-postgres-01,cpu_spike,1260,cpu=1 load=90
2026-06-07T16:21:30+00:00,cnsm-mem-01,disk_io,828,io=2 hdd=2
2026-06-07T17:40:44+00:00,cnsm-io-01,process_leak,388,fork=4
2026-06-07T18:14:26+00:00,cnsm-web-04,disk_io,1176,io=4 hdd=4
2026-06-07T18:36:24+00:00,cnsm-db-postgres-02,memory_pressure,3405,vm_bytes=8G
2026-06-08T08:00:09+00:00,cnsm-web-05,cpu_spike,1688,cpu=4 load=95
2026-06-08T09:09:17+00:00,cnsm-web-02,cpu_spike,404,cpu=1 load=95
2026-06-08T11:00:14+00:00,cnsm-db-redis-01,memory_pressure,1980,vm_bytes=4G
2026-06-08T11:50:06+00:00,cnsm-web-03,cpu_spike,467,cpu=2 load=85
2026-06-08T14:41:02+00:00,cnsm-io-01,disk_io,386,io=2 hdd=2
2026-06-08T15:02:52+00:00,cnsm-db-postgres-01,memory_pressure,666,vm_bytes=4G
2026-06-08T15:48:36+00:00,cnsm-web-04,process_leak,770,fork=4
2026-06-08T17:32:47+00:00,cnsm-web-02,disk_io,345,io=8 hdd=8
2026-06-08T17:56:10+00:00,cnsm-web-05,process_leak,683,fork=2
2026-06-08T20:20:45+00:00,cnsm-db-postgres-01,cpu_spike,741,cpu=1 load=95
2026-06-08T20:22:41+00:00,cnsm-db-redis-01,process_leak,458,fork=4
2026-06-08T20:26:57+00:00,cnsm-web-06,disk_io,502,io=2 hdd=2
2026-06-08T21:33:27+00:00,cnsm-db-redis-01,cpu_spike,1281,cpu=1 load=85
2026-06-08T21:46:53+00:00,cnsm-db-redis-02,memory_pressure,3228,vm_bytes=8G
2026-06-09T06:11:54+00:00,cnsm-web-06,cpu_spike,859,cpu=4 load=90
2026-06-09T06:18:26+00:00,cnsm-web-04,disk_io,1043,io=4 hdd=4
2026-06-09T08:13:53+00:00,cnsm-web-01,cpu_spike,1461,cpu=4 load=90
2026-06-09T09:08:16+00:00,cnsm-io-01,cpu_spike,1142,cpu=1 load=90
2026-06-09T09:27:46+00:00,cnsm-db-redis-01,memory_pressure,3277,vm_bytes=4G
2026-06-09T09:28:57+00:00,cnsm-db-redis-02,cpu_spike,1036,cpu=4 load=90
2026-06-09T10:59:10+00:00,cnsm-web-04,memory_pressure,1779,vm_bytes=8G
2026-06-09T11:23:21+00:00,cnsm-io-01,process_leak,429,fork=8
2026-06-09T13:53:36+00:00,cnsm-web-02,process_leak,583,fork=8
2026-06-09T16:13:59+00:00,cnsm-web-05,cpu_spike,1398,cpu=1 load=90
2026-06-09T16:41:34+00:00,cnsm-db-postgres-02,cpu_spike,1633,cpu=1 load=95
2026-06-09T17:58:04+00:00,cnsm-web-01,process_leak,765,fork=4
2026-06-09T21:30:15+00:00,cnsm-db-postgres-01,disk_io,1120,io=2 hdd=2
2026-06-09T21:42:08+00:00,cnsm-web-02,memory_pressure,1252,vm_bytes=1G
2026-06-10T07:41:50+00:00,cnsm-db-redis-02,network_latency,395,delay=50ms
2026-06-10T08:19:48+00:00,cnsm-io-01,network_latency,461,delay=100ms
2026-06-10T10:08:49+00:00,cnsm-web-05,disk_io,853,io=4 hdd=4
2026-06-10T11:45:23+00:00,cnsm-db-redis-01,cpu_spike,694,cpu=1 load=90
2026-06-10T15:11:30+00:00,cnsm-web-03,network_latency,393,delay=50ms
