scheduled_iso,host,fault_class,duration_seconds,parameters
2026-11-15T18:13:43+00:00,cnsm-db-redis-02,process_leak,562,fork=4
2026-11-15T18:58:47+00:00,cnsm-web-06,disk_io,1000,io=8 hdd=8
2026-11-15T19:16:07+00:00,cnsm-web-02,disk_io,409,io=8 hdd=8
2026-11-15T20:09:00+00:00,cnsm-db-postgres-02,cpu_spike,937,cpu=1 load=85
2026-11-15T20:10:14+00:00,cnsm-db-postgres-02,network_latency,1371,delay=200ms
2026-11-15T20:42:58+00:00,cnsm-web-02,network_latency,1683,delay=500ms
2026-11-15T20:51:13+00:00,cnsm-web-06,cpu_spike,356,cpu=1 load=95
2026-11-15T21:38:49+00:00,cnsm-web-01,cpu_spike,757,cpu=1 load=95
2026-11-16T07:23:02+00:00,cnsm-db-postgres-01,disk_io,536,io=8 hdd=8
2026-11-16T07:25:54+00:00,cnsm-web-02,disk_io,974,io=4 hdd=4
2026-11-16T08:00:43+00:00,cnsm-web-01,disk_io,704,io=2 hdd=2
2026-11-16T08:13:03+00:00,cnsm-web-01,cpu_spike,1397,cpu=4 load=85
2026-11-16T09:11:28+00:00,cnsm-db-postgres-02,process_leak,769,fork=2
2026-11-16T09:49:37+00:00,cnsm-web-03,memory_pressure,3290,vm_bytes=2G
2026-11-16T10:05:29+00:00,cnsm-web-05,cpu_spike,1656,cpu=2 load=85
2026-11-16T10:20:35+00:00,cnsm-mem-01,process_leak,538,fork=2
2026-11-16T11:03:56+00:00,cnsm-db-redis-02,memory_pressure,2629,vm_bytes=2G
2026-11-16T11:06:34+00:00,cnsm-web-01,network_latency,1617,delay=500ms
2026-11-16T11:10:19+00:00,cnsm-db-postgres-01,process_leak,635,fork=4
2026-11-16T11:39:34+00:00,cnsm-mem-01,cpu_spike,429,cpu=4 load=85
2026-11-16T12:44:28+00:00,cnsm-web-01,disk_io,1148,io=8 hdd=8
2026-11-16T13:57:42+00:00,cnsm-db-postgres-01,cpu_spike,518,cpu=1 load=95
2026-11-16T13:59:54+00:00,cnsm-web-01,memory_pressure,740,vm_bytes=2G
2026-11-16T14:14:52+00:00,cnsm-web-04,cpu_spike,344,cpu=2 load=95
2026-11-16T14:25:07+00:00,cnsm-web-05,memory_pressure,2323,vm_bytes=2G
2026-11-16T14:52:16+00:00,cnsm-web-03,disk_io,912,io=2 hdd=2
2026-11-16T15:08:40+00:00,cnsm-web-04,disk_io,400,io=8 hdd=8
2026-11-16T15:29:48+00:00,cnsm-web-01,process_leak,825,fork=4
2026-11-16T17:59:42+00:00,cnsm-db-postgres-01,cpu_spike,1438,cpu=2 load=85
2026-11-16T18:53:11+00:00,cnsm-web-01,disk_io,865,io=8 hdd=8
2026-11-16T19:56:05+00:00,cnsm-web-04,memory_pressure,612,vm_bytes=8G
2026-11-16T21:18:16+00:00,cnsm-web-01,disk_io,476,io=8 hdd=8
2026-11-17T06:20:42+00:00,cnsm-web-06,process_leak,554,fork=4
2026-11-17T06:48:16+00:00,cnsm-web-05,network_latency,525,delay=50ms
2026-11-17T06:48:28+00:00,cnsm-io-01,process_leak,513,fork=8
2026-11-17T07:39:21+00:00,cnsm-db-redis-02,process_leak,652,fork=2
2026-11-17T09:54:19+00:00,cnsm-db-postgres-02,cpu_spike,1444,cpu=4 load=95
2026-11-17T10:38:02+00:00,cnsm-web-06,disk_io,775,io=2 hdd=2
2026-11-17T11:05:04+00:00,cnsm-db-redis-02,cpu_spike,405,cpu=2 load=95
2026-11-17T11:09:34+00:00,cnsm-web-05,disk_io,826,io=4 hdd=4
2026-11-17T12:09:32+00:00,cnsm-web-06,network_latency,389,delay=500ms
2026-11-17T12:26:34+00:00,cnsm-io-01,memory_pressure,3328,vm_bytes=8G
2026-11-17T12:46:58+00:00,cnsm-web-06,cpu_spike,898,cpu=4 load=85
2026-11-17T13:16:33+00:00,cnsm-web-04,disk_io,443,io=2 hdd=2
2026-11-17T13:26:50+00:00,cnsm-web-02,memory_pressure,1840,vm_bytes=1G
2026-11-17T14:16:52+00:00,cnsm-web-02,disk_io,971,io=4 hdd=4
2026-11-17T14:21:09+00:00,cnsm-web-01,disk_io,666,io=2 hdd=2
2026-11-17T14:28:18+00:00,cnsm-web-02,disk_io,848,io=4 hdd=4
2026-11-17T14:44:17+00:00,cnsm-web-02,network_latency,629,delay=50ms
2026-11-17T14:48:09+00:00,cnsm-db-postgres-02,memory_pressure,2459,vm_bytes=1G
2026-11-17T15:11:09+00:00,cnsm-db-redis-01,network_latency,903,delay=100ms
2026-11-17T15:34:19+00:00,cnsm-db-postgres-02,disk_io,1112,io=8 hdd=8
2026-11-17T16:51:15+00:00,cnsm-web-05,disk_io,731,io=2 hdd=2
2026-11-17T17:30:00+00:00,cnsm-web-03,cpu_spike,1443,cpu=2 load=85
2026-11-17T18:54:54+00:00,cnsm-web-03,cpu_spike,1164,cpu=2 load=90
2026-11-17T19:22:45+00:00,cnsm-db-redis-01,cpu_spike,1425,cpu=2 load=95
2026-11-17T19:29:31+00:00,cnsm-db-redis-02,memory_pressure,3469,vm_bytes=4G
2026-11-17T20:03:15+00:00,cnsm-db-redis-01,network_latency,1334,delay=50ms
2026-11-17T21:36:18+00:00,cnsm-web-06,disk_io,829,io=8 hdd=8
2026-11-18T07:30:12+00:00,cnsm-db-redis-02,cpu_spike,372,cpu=4 load=95
2026-11-18T07:30:53+00:00,cnsm-db-postgres-02,process_leak,360,fork=4
2026-11-18T08:19:47+00:00,cnsm-web-01,network_latency,841,delay=50ms
2026-11-18T08:44:01+00:00,cnsm-web-02,memory_pressure,1429,vm_bytes=8G
2026-11-18T09:04:19+00:00,cnsm-db-redis-01,cpu_spike,811,cpu=4 load=90
2026-11-18T09:13:51+00:00,cnsm-db-redis-02,memory_pressure,1570,vm_bytes=1G
2026-11-18T09:18:20+00:00,cnsm-db-redis-02,cpu_spike,1237,cpu=2 load=95
2026-11-18T09:33:49+00:00,cnsm-web-01,cpu_spike,1005,cpu=2 load=85
2026-11-18T09:58:05+00:00,cnsm-web-02,cpu_spike,1333,cpu=1 load=90
2026-11-18T10:22:13+00:00,cnsm-mem-01,cpu_spike,333,cpu=4 load=85
2026-11-18T10:26:44+00:00,cnsm-db-redis-02,disk_io,570,io=8 hdd=8
2026-11-18T11:22:29+00:00,cnsm-web-01,network_latency,1186,delay=500ms
2026-11-18T11:36:05+00:00,cnsm-web-04,cpu_spike,721,cpu=1 load=85
2026-11-18T11:43:50+00:00,cnsm-web-05,cpu_spike,1100,cpu=2 load=95
2026-11-18T12:06:58+00:00,cnsm-mem-01,disk_io,641,io=2 hdd=2
2026-11-18T12:35:53+00:00,cnsm-web-04,network_latency,931,delay=500ms
2026-11-18T12:58:12+00:00,cnsm-web-04,cpu_spike,737,cpu=2 load=95
2026-11-18T14:26:59+00:00,cnsm-db-postgres-02,process_leak,848,fork=4
2026-11-18T16:00:25+00:00,cnsm-db-redis-02,process_leak,736,fork=8
2026-11-18T16:09:30+00:00,cnsm-web-01,cpu_spike,1761,cpu=4 load=95
2026-11-18T16:34:01+00:00,cnsm-db-postgres-01,disk_io,729,io=4 hdd=4
2026-11-18T16:50:20+00:00,cnsm-web-01,process_leak,349,fork=4
2026-11-18T16:50:39+00:00,cnsm-db-postgres-02,disk_io,914,io=4 hdd=4
2026-11-18T17:07:59+00:00,cnsm-web-05,disk_io,1002,io=4 hdd=4
2026-11-18T17:24:38+00:00,cnsm-web-03,disk_io,410,io=4 hdd=4
2026-11-18T17:29:09+00:00,cnsm-db-redis-01,disk_io,1166,io=8 hdd=8
2026-11-18T18:26:39+00:00,cnsm-db-redis-02,memory_pressure,3531,vm_bytes=2G
2026-11-18T18:56:40+00:00,cnsm-mem-01,cpu_spike,1459,cpu=1 load=90
2026-11-18T20:10:43+00:00,cnsm-mem-01,disk_io,623,io=8 hdd=8
2026-11-18T20:17:52+00:00,cnsm-web-05,cpu_spike,1096,cpu=4 load=95
2026-11-18T20:28:26+00:00,cnsm-db-redis-02,memory_pressure,1179,vm_bytes=4G
2026-11-18T21:46:51+00:00,cnsm-db-redis-01,process_leak,369,fork=8
2026-11-18T21:48:09+00:00,cnsm-db-postgres-01,cpu_spike,591,cpu=2 load=90
2026-11-19T07:33:51+00:00,cnsm-db-redis-02,process_leak,392,fork=8
2026-11-19T07:37:04+00:00,cnsm-web-01,disk_io,310,io=4 hdd=4
2026-11-19T08:14:56+00:00,cnsm-db-postgres-01,cpu_spike,985,cpu=1 load=85
2026-11-19T08:21:08+00:00,cnsm-web-03,disk_io,725,io=4 hdd=4
2026-11-19T09:07:38+00:00,cnsm-db-redis-02,network_latency,339,delay=50ms
2026-11-19T10:42:41+00:00,cnsm-web-01,network_latency,473,delay=200ms
2026-11-19T13:00:31+00:00,cnsm-mem-01,disk_io,962,io=4 hdd=4
2026-11-19T13:25:08+00:00,cnsm-db-redis-02,process_leak,595,fork=8
2026-11-19T14:48:20+00:00,cnsm-web-06,network_latency,762,delay=50ms
2026-11-19T15:01:12+00:00,cnsm-web-01,disk_io,599,io=2 hdd=2
2026-11-19T15:10:38+00:00,cnsm-db-postgres-02,cpu_spike,1710,cpu=1 load=95
2026-11-19T15:14:00+00:00,cnsm-web-06,cpu_spike,385,cpu=1 load=95
2026-11-19T15:27:02+00:00,cnsm-mem-01,memory_pressure,1891,vm_bytes=4G
2026-11-19T15:38:41+00:00,cnsm-io-01,process_leak,308,fork=2
2026-11-19T15:41:33+00:00,cnsm-web-04,disk_io,398,io=8 hdd=8
2026-11-19T16:13:59+00:00,cnsm-web-03,process_leak,781,fork=2
2026-11-19T17:05:39+00:00,cnsm-web-01,disk_io,1009,io=2 hdd=2
2026-11-19T17:42:13+00:00,cnsm-web-06,disk_io,509,io=4 hdd=4
2026-11-19T17:43:15+00:00,cnsm-io-01,cpu_spike,311,cpu=4 load=85
2026-11-19T18:33:37+00:00,cnsm-web-04,process_leak,352,fork=8
2026-11-19T18:47:56+00:00,cnsm-web-01,process_leak,890,fork=2
2026-11-19T18:54:29+00:00,cnsm-io-01,process_leak,365,fork=2
2026-11-19T20:07:59+00:00,cnsm-mem-01,cpu_spike,715,cpu=1 load=95
2026-11-19T20:35:59+00:00,cnsm-db-postgres-02,cpu_spike,1288,cpu=2 load=85
2026-11-19T21:20:07+00:00,cnsm-db-redis-01,cpu_spike,1204,cpu=2 load=95
2026-11-19T21:54:01+00:00,cnsm-db-postgres-02,cpu_spike,1195,cpu=1 load=90
2026-11-20T06:45:49+00:00,cnsm-web-06,cpu_spike,692,cpu=1 load=95
2026-11-20T06:51:23+00:00,cnsm-web-06,disk_io,1141,io=4 hdd=4
2026-11-20T07:13:25+00:00,cnsm-db-redis-01,process_leak,420,fork=4
2026-11-20T07:57:48+00:00,cnsm-io-01,disk_io,804,io=2 hdd=2
2026-11-20T08:14:08+00:00,cnsm-db-redis-02,network_latency,853,delay=500ms
2026-11-20T08:50:35+00:00,cnsm-db-postgres-01,network_latency,850,delay=200ms
2026-11-20T09:02:27+00:00,cnsm-web-05,process_leak,378,fork=2
2026-11-20T09:09:44+00:00,cnsm-web-05,process_leak,504,fork=2
2026-11-20T09:24:54+00:00,cnsm-mem-01,disk_io,1140,io=2 hdd=2
2026-11-20T09:31:40+00:00,cnsm-web-06,process_leak,324,fork=2
2026-11-20T09:56:14+00:00,cnsm-db-redis-02,memory_pressure,2733,vm_bytes=8G
2026-11-20T10:10:28+00:00,cnsm-web-02,process_leak,898,fork=4
2026-11-20T11:38:39+00:00,cnsm-web-02,cpu_spike,1056,cpu=2 load=85
2026-11-20T12:18:38+00:00,cnsm-web-03,disk_io,312,io=2 hdd=2
2026-11-20T13:09:40+00:00,cnsm-io-01,network_latency,687,delay=200ms
2026-11-20T13:32:28+00:00,cnsm-web-02,network_latency,1346,delay=200ms
2026-11-20T15:20:23+00:00,cnsm-web-03,cpu_spike,1453,cpu=2 load=85
2026-11-20T16:53:22+00:00,cnsm-web-03,network_latency,892,delay=200ms
2026-11-20T17:13:18+00:00,cnsm-db-postgres-01,cpu_spike,1297,cpu=1 load=90
2026-11-20T18:06:53+00:00,cnsm-web-01,cpu_spike,1187,cpu=1 load=95
2026-11-20T18:15:12+00:00,cnsm-web-06,process_leak,518,fork=8
2026-11-20T18:24:33+00:00,cnsm-mem-01,process_leak,362,fork=2
2026-11-20T21:06:33+00:00,cnsm-db-postgres-01,cpu_spike,740,cpu=2 load=85
2026-11-20T21:52:06+00:00,cnsm-web-03,cpu_spike,505,cpu=2 load=90
2026-11-21T06:16:06+00:00,cnsm-web-02,cpu_spike,395,cpu=4 load=90
2026-11-21T08:33:24+00:00,cnsm-web-02,process_leak,878,fork=2
2026-11-21T10:01:00+00:00,cnsm-web-06,network_latency,441,delay=500ms
2026-11-21T10:48:30+00:00,cnsm-io-01,cpu_spike,1632,cpu=4 load=85
2026-11-21T13:10:21+00:00,cnsm-mem-01,process_leak,874,fork=8
2026-11-21T13:18:57+00:00,cnsm-web-03,memory_pressure,2750,vm_bytes=8G
2026-11-21T16:47:12+00:00,cnsm-mem-01,disk_io,961,io=8 hdd=8
2026-11-21T17:11:04+00:00,cnsm-web-02,disk_io,339,io=4 hdd=4
2026-11-21T18:08:39+00:00,cnsm-db-redis-02,cpu_spike,747,cpu=2 load=85
2026-11-21T19:09:19+00:00,cnsm-web-05,network_latency,1674,delay=100ms
2026-11-21T19:39:42+00:00,cnsm-web-03,cpu_spike,665,cpu=4 load=85
2026-11-21T21:15:02+00:00,cnsm-db-redis-01,memory_pressure,2325,vm_bytes=1G
2026-11-22T06:27:35+00:00,cnsm-web-01,cpu_spike,860,cpu=1 load=95
2026-11-22T06:32:35+00:00,cnsm-web-04,network_latency,1190,delay=200ms
2026-11-22T08:41:22+00:00,cnsm-web-06,memory_pressure,662,vm_bytes=1G
2026-11-22T08:57:07+00:00,cnsm-db-postgres-02,cpu_spike,1472,cpu=1 load=85
2026-11-22T09:13:56+00:00,cnsm-db-redis-02,process_leak,491,fork=4
2026-11-22T09:41:39+00:00,cnsm-io-01,memory_pressure,3247,vm_bytes=8G
2026-11-22T10:00:21+00:00,cnsm-db-redis-01,process_leak,795,fork=2
2026-11-22T10:40:25+00:00,cnsm-web-01,disk_io,845,io=4 hdd=4
2026-11-22T11:25:12+00:00,cnsm-mem-01,cpu_spike,1082,cpu=2 load=95
2026-11-22T11:55:00+00:00,cnsm-web-01,memory_pressure,1094,vm_bytes=1G
2026-11-22T12:17:52+00:00,cnsm-web-04,cpu_spike,755,cpu=4 load=95
2026-11-22T14:14:35+00:00,cnsm-mem-01,disk_io,1153,io=4 hdd=4
2026-11-22T14:38:46+00:00,cnsm-web-04,memory_pressure,2486,vm_bytes=8G
2026-11-22T15:05:11+00:00,cnsm-io-01,cpu_spike,1218,cpu=4 load=90
2026-11-22T15:35:24+00:00,cnsm-web-04,cpu_spike,864,cpu=4 load=85
2026-11-22T16:48:49+00:00,cnsm-web-02,network_latency,1024,delay=100ms
2026-11-22T16:56:52+00:00,cnsm-web-06,cpu_spike,1710,cpu=4 load=90
2026-11-22T18:51:21+00:00,cnsm-db-postgres-01,cpu_spike,1404,cpu=4 load=85
2026-11-22T19:10:10+00:00,cnsm-db-postgres-02,process_leak,708,fork=4
2026-11-22T20:55:18+00:00,cnsm-web-02,network_latency,1312,delay=100ms
2026-11-23T06:38:27+00:00,cnsm-db-postgres-01,network_latency,1419,delay=100ms
2026-11-23T06:55:07+00:00,cnsm-web-02,network_latency,527,delay=500ms
2026-11-23T08:02:59+00:00,cnsm-db-redis-02,cpu_spike,1084,cpu=1 load=85
2026-11-23T08:17:03+00:00,cnsm-db-redis-01,disk_io,1010,io=8 hdd=8
2026-11-23T09:08:34+00:00,cnsm-db-postgres-02,process_leak,737,fork=8
2026-11-23T09:38:37+00:00,cnsm-io-01,cpu_spike,1366,cpu=2 load=95
2026-11-23T09:52:42+00:00,cnsm-web-02,cpu_spike,624,cpu=1 load=90
2026-11-23T10:32:26+00:00,cnsm-db-postgres-02,memory_pressure,3031,vm_bytes=1G
2026-11-23T12:12:50+00:00,cnsm-web-05,process_leak,882,fork=2
2026-11-23T12:14:12+00:00,cnsm-db-postgres-01,cpu_spike,1765,cpu=2 load=85
2026-11-23T12:31:10+00:00,cnsm-web-01,network_latency,933,delay=100ms
2026-11-23T12:35:04+00:00,cnsm-db-redis-01,process_leak,547,fork=4
2026-11-23T14:22:43+00:00,cnsm-db-redis-02,memory_pressure,2446,vm_bytes=8G
2026-11-23T14:57:49+00:00,cnsm-web-01,cpu_spike,1479,cpu=1 load=90
2026-11-23T15:28:48+00:00,cnsm-web-05,disk_io,333,io=4 hdd=4
2026-11-23T16:32:11+00:00,cnsm-db-postgres-02,memory_pressure,1919,vm_bytes=2G
2026-11-23T18:09:47+00:00,cnsm-web-06,cpu_spike,544,cpu=4 load=85
2026-11-23T18:12:46+00:00,cnsm-web-04,disk_io,626,io=2 hdd=2
2026-11-23T19:06:25+00:00,cnsm-db-postgres-01,cpu_spike,897,cpu=2 load=95
2026-11-23T19:46:02+00:00,cnsm-db-redis-02,disk_io,400,io=2 hdd=2
2026-11-23T19:52:40+00:00,cnsm-mem-01,disk_io,1099,io=4 hdd=4
2026-11-23T20:11:36+00:00,cnsm-web-06,network_latency,1637,delay=500ms
2026-11-23T20:16:36+00:00,cnsm-web-05,disk_io,1019,io=4 hdd=4
2026-11-23T20:58:19+00:00,cnsm-web-02,disk_io,1101,io=2 hdd=2
2026-11-24T06:27:53+00:00,cnsm-web-06,memory_pressure,1041,vm_bytes=2G
2026-11-24T06:28:46+00:00,cnsm-mem-01,memory_pressure,1392,vm_bytes=1G
2026-11-24T07:12:20+00:00,cnsm-mem-01,cpu_spike,1442,cpu=2 load=85
2026-11-24T08:04:55+00:00,cnsm-web-06,network_latency,997,delay=200ms
2026-11-24T08:15:39+00:00,cnsm-mem-01,disk_io,875,io=4 hdd=4
2026-11-24T10:05:07+00:00,cnsm-web-06,cpu_spike,1110,cpu=1 load=85
2026-11-24T10:22:06+00:00,cnsm-web-05,process_leak,333,fork=8
2026-11-24T10:25:42+00:00,cnsm-web-03,disk_io,376,io=8 hdd=8
2026-11-24T10:48:33+00:00,cnsm-web-01,disk_io,304,io=2 hdd=2
2026-11-24T11:23:09+00:00,cnsm-mem-01,cpu_spike,1753,cpu=4 load=95
2026-11-24T11:37:45+00:00,cnsm-web-02,disk_io,520,io=8 hdd=8
2026-11-24T12:22:50+00:00,cnsm-web-04,process_leak,624,fork=4
2026-11-24T14:20:53+00:00,cnsm-web-01,cpu_spike,520,cpu=4 load=90
2026-11-24T14:34:54+00:00,cnsm-web-06,disk_io,615,io=2 hdd=2
2026-11-24T15:01:30+00:00,cnsm-web-03,disk_io,1041,io=8 hdd=8
2026-11-24T15:21:50+00:00,cnsm-db-postgres-01,cpu_spike,774,cpu=1 load=90
2026-11-24T15:48:43+00:00,cnsm-web-01,process_leak,649,fork=2
2026-11-24T16:11:55+00:00,cnsm-io-01,disk_io,1137,io=8 hdd=8
2026-11-24T16:45:58+00:00,cnsm-web-06,process_leak,759,fork=2
2026-11-24T16:55:27+00:00,cnsm-db-postgres-02,process_leak,373,fork=2
2026-11-24T17:27:03+00:00,cnsm-web-05,memory_pressure,971,vm_bytes=2G
2026-11-24T17:30:07+00:00,cnsm-db-redis-01,network_latency,1239,delay=100ms
2026-11-24T17:45:42+00:00,cnsm-db-postgres-02,disk_io,339,io=8 hdd=8
2026-11-24T21:21:09+00:00,cnsm-db-redis-02,disk_io,1006,io=8 hdd=8
2026-11-25T07:04:45+00:00,cnsm-db-redis-01,cpu_spike,1472,cpu=1 load=95
2026-11-25T07:20:07+00:00,cnsm-web-06,cpu_spike,507,cpu=4 load=95
2026-11-25T07:27:07+00:00,cnsm-db-redis-02,disk_io,1070,io=8 hdd=8
2026-11-25T08:10:15+00:00,cnsm-web-04,disk_io,731,io=4 hdd=4
2026-11-25T08:12:33+00:00,cnsm-web-05,cpu_spike,657,cpu=4 load=90
2026-11-25T08:17:30+00:00,cnsm-db-postgres-01,network_latency,483,delay=50ms
2026-11-25T08:28:03+00:00,cnsm-web-06,disk_io,971,io=8 hdd=8
2026-11-25T08:52:59+00:00,cnsm-web-01,disk_io,584,io=4 hdd=4
2026-11-25T09:04:31+00:00,cnsm-web-05,cpu_spike,1367,cpu=1 load=85
2026-11-25T09:21:10+00:00,cnsm-db-redis-01,disk_io,867,io=4 hdd=4
2026-11-25T10:13:21+00:00,cnsm-web-01,disk_io,397,io=4 hdd=4
2026-11-25T10:44:22+00:00,cnsm-mem-01,disk_io,557,io=4 hdd=4
2026-11-25T10:44:48+00:00,cnsm-web-04,disk_io,791,io=8 hdd=8
2026-11-25T11:31:50+00:00,cnsm-db-postgres-02,process_leak,853,fork=2
2026-11-25T11:42:33+00:00,cnsm-web-05,cpu_spike,550,cpu=4 load=95
2026-11-25T12:05:39+00:00,cnsm-web-05,network_latency,1062,delay=500ms
2026-11-25T12:10:28+00:00,cnsm-io-01,memory_pressure,1123,vm_bytes=8G
2026-11-25T12:29:14+00:00,cnsm-db-redis-02,cpu_spike,1372,cpu=4 load=85
2026-11-25T13:15:08+00:00,cnsm-web-02,disk_io,381,io=8 hdd=8
2026-11-25T13:57:49+00:00,cnsm-web-06,cpu_spike,1086,cpu=1 load=85
2026-11-25T14:10:11+00:00,cnsm-db-postgres-02,cpu_spike,1337,cpu=4 load=85
2026-11-25T15:34:39+00:00,cnsm-web-04,cpu_spike,1042,cpu=2 load=95
2026-11-25T15:54:23+00:00,cnsm-web-02,cpu_spike,808,cpu=4 load=85
2026-11-25T17:17:36+00:00,cnsm-web-06,disk_io,854,io=4 hdd=4
2026-11-25T17:33:22+00:00,cnsm-db-redis-01,process_leak,725,fork=2
2026-11-25T19:49:08+00:00,cnsm-db-postgres-01,disk_io,557,io=2 hdd=2
2026-11-25T19:51:30+00:00,cnsm-web-01,cpu_spike,1039,cpu=2 load=85
2026-11-25T20:28:15+00:00,cnsm-web-06,disk_io,500,io=2 hdd=2
2026-11-25T20:38:24+00:00,cnsm-web-01,disk_io,852,io=4 hdd=4
2026-11-25T21:53:48+00:00,cnsm-web-05,cpu_spike,1309,cpu=1 load=95
2026-11-26T06:29:43+00:00,cnsm-web-06,disk_io,961,io=2 hdd=2
2026-11-26T06:52:49+00:00,cnsm-db-postgres-01,memory_pressure,974,vm_bytes=4G
2026-11-26T07:00:12+00:00,cnsm-web-02,disk_io,730,io=4 hdd=4
2026-11-26T07:04:18+00:00,cnsm-db-postgres-01,memory_pressure,1909,vm_bytes=4G
2026-11-26T07:13:02+00:00,cnsm-mem-01,disk_io,760,io=4 hdd=4
2026-11-26T07:35:32+00:00,cnsm-db-redis-01,process_leak,616,fork=4
2026-11-26T07:48:55+00:00,cnsm-web-01,cpu_spike,1464,cpu=1 load=85
2026-11-26T07:57:06+00:00,cnsm-db-redis-01,cpu_spike,839,cpu=4 load=85
2026-11-26T08:59:03+00:00,cnsm-web-01,memory_pressure,1398,vm_bytes=1G
2026-11-26T10:10:33+00:00,cnsm-mem-01,memory_pressure,2022,vm_bytes=1G
2026-11-26T10:52:45+00:00,cnsm-db-redis-02,cpu_spike,1024,cpu=2 load=85
2026-11-26T11:16:11+00:00,cnsm-db-postgres-02,disk_io,957,io=4 hdd=4
2026-11-26T11:18:58+00:00,cnsm-web-01,process_leak,617,fork=2
2026-11-26T12:07:11+00:00,cnsm-web-02,process_leak,613,fork=4
2026-11-26T12:30:18+00:00,cnsm-web-04,cpu_spike,1003,cpu=4 load=90
2026-11-26T13:22:45+00:00,cnsm-web-03,memory_pressure,1857,vm_bytes=4G
2026-11-26T14:03:20+00:00,cnsm-db-postgres-02,cpu_spike,1259,cpu=2 load=85
2026-11-26T14:18:17+00:00,cnsm-io-01,cpu_spike,1034,cpu=4 load=95
2026-11-26T14:35:12+00:00,cnsm-mem-01,disk_io,998,io=4 hdd=4
2026-11-26T14:56:47+00:00,cnsm-db-postgres-02,cpu_spike,1589,cpu=4 load=85
2026-11-26T16:57:44+00:00,cnsm-web-05,cpu_spike,1386,cpu=1 load=85
2026-11-26T17:01:40+00:00,cnsm-web-03,process_leak,544,fork=4
2026-11-26T17:47:38+00:00,cnsm-web-06,disk_io,963,io=8 hdd=8
2026-11-26T17:52:24+00:00,cnsm-web-03,process_leak,316,fork=8
2026-11-26T17:58:33+00:00,cnsm-web-06,memory_pressure,1680,vm_bytes=8G
2026-11-26T17:59:38+00:00,cnsm-db-postgres-01,disk_io,1160,io=2 hdd=2
2026-11-26T18:11:31+00:00,cnsm-io-01,memory_pressure,3460,vm_bytes=1G
2026-11-26T19:14:38+00:00,cnsm-web-05,memory_pressure,3308,vm_bytes=1G
2026-11-26T20:10:55+00:00,cnsm-db-redis-01,cpu_spike,1584,cpu=4 load=85
2026-11-26T20:24:29+00:00,cnsm-web-01,network_latency,1217,delay=100ms
2026-11-26T20:38:51+00:00,cnsm-io-01,disk_io,1159,io=8 hdd=8
2026-11-26T20:45:22+00:00,cnsm-web-03,process_leak,453,fork=8
2026-11-26T21:18:01+00:00,cnsm-web-05,network_latency,795,delay=500ms
2026-11-27T07:20:03+00:00,cnsm-web-06,disk_io,798,io=8 hdd=8
2026-11-27T09:01:54+00:00,cnsm-web-06,network_latency,312,delay=500ms
2026-11-27T09:45:50+00:00,cnsm-web-05,disk_io,793,io=2 hdd=2
2026-11-27T09:46:37+00:00,cnsm-web-02,cpu_spike,490,cpu=2 load=95
2026-11-27T09:52:17+00:00,cnsm-io-01,cpu_spike,686,cpu=1 load=90
2026-11-27T10:45:16+00:00,cnsm-web-01,memory_pressure,1750,vm_bytes=2G
2026-11-27T10:45:34+00:00,cnsm-web-04,cpu_spike,1475,cpu=2 load=95
